terminalDumping,n,dps_mean,dps_stdev,gcd_mean,count_ApexArrow,count_ArmysPaeon,count_Barrage,count_BattleVoice,count_BlastArrow,count_BurstShot,count_CausticBite,count_EmpyrealArrow,count_HeartbreakShot,count_IronJaws,count_MagesBallad,count_PitchPerfect,count_RadiantEncore,count_RadiantFinale,count_RagingStrikes,count_RefulgentArrow,count_ResonantArrow,count_Sidewinder,count_Stormbite,count_WanderersMinuet
True,400,33820.166962,564.769767,214.897500,9.792500,4.000000,4.995000,5.000000,8.062500,121.615000,2.377500,30.000000,63.205000,9.622500,4.000000,25.867500,5.000000,5.000000,5.000000,51.057500,4.992500,5.000000,2.377500,5.000000
False,400,33924.524711,578.175269,214.897500,8.220000,4.000000,4.995000,5.000000,8.202500,122.697500,2.377500,30.000000,63.217500,9.622500,4.000000,22.005000,5.000000,5.000000,5.000000,51.405000,4.995000,5.000000,2.377500,5.000000
